thing,reverse,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,rating.response,rating.rt,date,frameRate,expName,session,participant,
A person's family is the most important thing in life. ,1,0,0,0,0,2,8.52,2016_Aug_24_1353,63.027873684,BAS_questions,001,123,
"Even if something bad is about to happen to me, I rarely experience fear or nervousness. ",0,0,1,1,1,3,17.614,2016_Aug_24_1353,63.027873684,BAS_questions,001,123,
I go out of my way to get things I want. ,1,0,2,2,2,2,5.478,2016_Aug_24_1353,63.027873684,BAS_questions,001,123,
When I'm doing well at something I love to keep at it. ,1,0,3,3,3,1,4.651,2016_Aug_24_1353,63.027873684,BAS_questions,001,123,
I'm always willing to try something new if I think it will be fun. ,1,0,4,4,4,2,18.862,2016_Aug_24_1353,63.027873684,BAS_questions,001,123,
How I dress is important to me. ,1,0,5,5,5,1,2.888,2016_Aug_24_1353,63.027873684,BAS_questions,001,123,
"When I get something I want, I feel excited and energized. ",1,0,6,6,6,1,5.696,2016_Aug_24_1353,63.027873684,BAS_questions,001,123,
Criticism or scolding hurts me quite a bit. ,1,0,7,7,7,1,3.871,2016_Aug_24_1353,63.027873684,BAS_questions,001,123,
When I want something I usually go all-out to get it. ,1,0,8,8,8,1,7.599,2016_Aug_24_1353,63.027873684,BAS_questions,001,123,
I will often do things for no other reason than that they might be fun.,1,0,9,9,9,3,14.214,2016_Aug_24_1353,63.027873684,BAS_questions,001,123,
It's hard for me to find the time to do things such as get a haircut. ,1,0,10,10,10,2,4.588,2016_Aug_24_1353,63.027873684,BAS_questions,001,123,
If I see a chance to get something I want I move on it right away. ,1,0,11,11,11,2,8.348,2016_Aug_24_1353,63.027873684,BAS_questions,001,123,
I feel pretty worried or upset when I think or know somebody is angry at me. ,1,0,12,12,12,1,4.542,2016_Aug_24_1353,63.027873684,BAS_questions,001,123,
When I see an opportunity for something I like I get excited right away. ,1,0,13,13,13,1,11.843,2016_Aug_24_1353,63.027873684,BAS_questions,001,123,
I often act on the spur of the moment. ,1,0,14,14,14,3,8.598,2016_Aug_24_1353,63.027873684,BAS_questions,001,123,
If I think something unpleasant is going to happen I usually get pretty "worked up.",1,0,15,15,15,1,6.382,2016_Aug_24_1353,63.027873684,BAS_questions,001,123,
I often wonder why people act the way they do. ,1,0,16,16,16,1,4.651,2016_Aug_24_1353,63.027873684,BAS_questions,001,123,
"When good things happen to me, it affects me strongly. ",1,0,17,17,17,1,3.153,2016_Aug_24_1353,63.027873684,BAS_questions,001,123,
I feel worried when I think I have done poorly at something important. ,1,0,18,18,18,1,6.181,2016_Aug_24_1353,63.027873684,BAS_questions,001,123,
I crave excitement and new sensations.,1,0,19,19,19,1,7.708,2016_Aug_24_1353,63.027873684,BAS_questions,001,123,
When I go after something I use a "no holds barred" approach. ,1,0,20,20,20,2,6.648,2016_Aug_24_1353,63.027873684,BAS_questions,001,123,
I have very few fears compared to my friends. ,0,0,21,21,21,3,4.495,2016_Aug_24_1353,63.027873684,BAS_questions,001,123,
It would excite me to win a contest. ,1,0,22,22,22,1,3.871,2016_Aug_24_1353,63.027873684,BAS_questions,001,123,
I worry about making mistakes. ,1,0,23,23,23,1,3.356,2016_Aug_24_1353,63.027873684,BAS_questions,001,123,
