	accuracy	block	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	rew_onset	reward	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
19	1	1	152.0	160.0	177.0	1761.0	188144	186990	1154	327	327	[3, 2, 4, 1, 2, 4, 3, 1]	182649	5	[3, 2, 4, 1, 2, 4, 3, 1]	186663	A	189.0	149.0	126	138.0	0	189.0
20	1	1	142.0	175.0	161.0	1761.0	197193	196143	1050	330	330	[3, 2, 4, 1, 2, 4, 3, 1]	191701	10	[3, 2, 4, 1, 2, 4, 3, 1]	195813	A	153.0	130.0	126	128.0	0	161.0
21	1	1	144.0	160.0	162.0	1761.0	206797	205732	1065	363	363	[3, 2, 4, 1, 2, 4, 3, 1]	200457	30	[3, 2, 4, 1, 2, 4, 3, 1]	205369	A	163.0	138.0	126	123.0	0	175.0
22	0	1		145.0	186.0	1575.0	216244	214613	961	447	447	[2, 1, 4, 2, 3, 4, 1]	210553	10	[2, 1, 4, 2, 3, 4, 1, 3]	214166	B	138.0	158.0	126	158.0	1	176.0
23	1	1	152.0	187.0	151.0	1761.0	225617	224443	1174	380	380	[3, 2, 4, 1, 2, 4, 3, 1]	220536	10	[3, 2, 4, 1, 2, 4, 3, 1]	224063	A	164.0	172.0	126	139.0	0	209.0
24	1	1	139.0	169.0	158.0	1575.0	234406	233341	1065	347	347	[2, 1, 4, 2, 3, 4, 1, 3]	228874	5	[2, 1, 4, 2, 3, 4, 1, 3]	232994	B	152.0	166.0	126	137.0	0	144.0
25	1	1	186.0	191.0	125.0	1761.0	244099	242840	1259	373	373	[3, 2, 4, 1, 2, 4, 3, 1]	238152	5	[3, 2, 4, 1, 2, 4, 3, 1]	242467	A	129.0	317.0	126	138.0	0	173.0
26	1	1	143.0	137.0	169.0	1575.0	253966	252839	1127	362	362	[2, 1, 4, 2, 3, 4, 1, 3]	248958	10	[2, 1, 4, 2, 3, 4, 1, 3]	252477	B	200.0	206.0	126	128.0	0	144.0
27	1	1	139.0	157.0	136.0	1761.0	262677	261624	1053	404	404	[3, 2, 4, 1, 2, 4, 3, 1]	257408	30	[3, 2, 4, 1, 2, 4, 3, 1]	261220	A	154.0	135.0	126	130.0	0	202.0
28	0	1				1761.0	271835	270924	406	779	779	[3, 2, 1]	265933	10	[3, 2, 4, 1, 2, 4, 3, 1]	270145	A			126		0	193.0
29	1	1	123.0	141.0	169.0	1575.0	279805	278737	1068	482	482	[2, 1, 4, 2, 3, 4, 1, 3]	274742	30	[2, 1, 4, 2, 3, 4, 1, 3]	278255	B	141.0	176.0	126	162.0	0	156.0
30	1	2	128.0	179.0	174.0	1761.0	11030	9886	1144	351	351	[3, 2, 4, 1, 2, 4, 3, 1]	4716	5	[3, 2, 4, 1, 2, 4, 3, 1]	9535	A	164.0	159.0	126	128.0	0	212.0
31	1	2	138.0	141.0	140.0	1761.0	19881	18849	1032	352	352	[3, 2, 4, 1, 2, 4, 3, 1]	14787	5	[3, 2, 4, 1, 2, 4, 3, 1]	18497	A	156.0	123.0	126	145.0	0	189.0
32	1	2	158.0	152.0	169.0	1575.0	30149	29041	1108	392	392	[2, 1, 4, 2, 3, 4, 1, 3]	24837	5	[2, 1, 4, 2, 3, 4, 1, 3]	28649	B	134.0	168.0	126	152.0	0	175.0
33	1	2	134.0	162.0	137.0	1761.0	38766	37718	1047	409	409	[3, 2, 4, 1, 2, 4, 3, 1]	33691	30	[3, 2, 4, 1, 2, 4, 3, 1]	37309	A	159.0	147.0	126	139.0	0	170.0
34	1	2	135.0	127.0	133.0	1761.0	47337	46356	981	419	419	[3, 2, 4, 1, 2, 4, 3, 1]	42025	10	[3, 2, 4, 1, 2, 4, 3, 1]	45937	A	146.0	123.0	126	133.0	0	184.0
35	1	2	128.0	124.0	155.0	1761.0	57558	56571	987	360	360	[3, 2, 4, 1, 2, 4, 3, 1]	51500	30	[3, 2, 4, 1, 2, 4, 3, 1]	56211	A	132.0	145.0	126	126.0	0	177.0
36	1	2	146.0	141.0	158.0	1575.0	66295	65267	1028	340	340	[2, 1, 4, 2, 3, 4, 1, 3]	60915	5	[2, 1, 4, 2, 3, 4, 1, 3]	64927	B	110.0	170.0	126	152.0	0	151.0
37	1	2	129.0	130.0	173.0	1761.0	76143	75106	1037	348	348	[3, 2, 4, 1, 2, 4, 3, 1]	70037	5	[3, 2, 4, 1, 2, 4, 3, 1]	74758	A	136.0	142.0	126	132.0	0	195.0
38	1	2	146.0	160.0	140.0	1575.0	84808	83784	1024	365	365	[2, 1, 4, 2, 3, 4, 1, 3]	79902	30	[2, 1, 4, 2, 3, 4, 1, 3]	83419	B	145.0	158.0	126	118.0	0	157.0
39	1	2	137.0	125.0	160.0	1761.0	93446	92385	1061	414	414	[3, 2, 4, 1, 2, 4, 3, 1]	88352	30	[3, 2, 4, 1, 2, 4, 3, 1]	91971	A	141.0	141.0	126	141.0	0	216.0
40	1	2	115.0	167.0	182.0	1575.0	103225	102164	1061	447	447	[2, 1, 4, 2, 3, 4, 1, 3]	97903	10	[2, 1, 4, 2, 3, 4, 1, 3]	101717	B	149.0	159.0	126	132.0	0	157.0
41	1	2	138.0	120.0	167.0	1761.0	114753	113704	1049	325	325	[3, 2, 4, 1, 2, 4, 3, 1]	108867	10	[3, 2, 4, 1, 2, 4, 3, 1]	113379	A	150.0	158.0	126	113.0	0	203.0
42	0	2		141.0	166.0	1575.0	124100	122493	968	471	471	[2, 1, 4, 2, 3, 4, 1]	118409	10	[2, 1, 4, 2, 3, 4, 1, 3]	122022	B	154.0	181.0	126	172.0	1	154.0
43	1	2	133.0	137.0	143.0	1575.0	131892	130958	934	351	351	[2, 1, 4, 2, 3, 4, 1, 3]	127092	5	[2, 1, 4, 2, 3, 4, 1, 3]	130607	B	128.0	136.0	126	108.0	0	149.0
44	1	2	161.0	175.0	150.0	1761.0	140608	139483	1125	437	437	[3, 2, 4, 1, 2, 4, 3, 1]	135335	5	[3, 2, 4, 1, 2, 4, 3, 1]	139046	A	178.0	124.0	126	144.0	0	193.0
45	1	2	124.0	135.0	156.0	1575.0	149155	148195	960	315	315	[2, 1, 4, 2, 3, 4, 1, 3]	143964	10	[2, 1, 4, 2, 3, 4, 1, 3]	147880	B	148.0	143.0	126	117.0	0	137.0
46	1	2	142.0	143.0	141.0	1575.0	159174	158003	1171	393	393	[2, 1, 4, 2, 3, 4, 1, 3]	153698	5	[2, 1, 4, 2, 3, 4, 1, 3]	157610	B	214.0	208.0	126	154.0	0	169.0
47	1	2	123.0	187.0	164.0	1761.0	168203	167085	1118	350	350	[3, 2, 4, 1, 2, 4, 3, 1]	162816	5	[3, 2, 4, 1, 2, 4, 3, 1]	166735	A	139.0	210.0	126	140.0	0	155.0
48	1	2	97.0	187.0	161.0	1575.0	176543	175517	1026	344	344	[2, 1, 4, 2, 3, 4, 1, 3]	171560	30	[2, 1, 4, 2, 3, 4, 1, 3]	175173	B	109.0	176.0	126	141.0	0	155.0
49	1	2	162.0	176.0	210.0	1761.0	186227	185083	1144	285	285	[3, 2, 4, 1, 2, 4, 3, 1]	180485	30	[3, 2, 4, 1, 2, 4, 3, 1]	184798	A	202.0	133.0	126	84.0	0	177.0
50	1	2	137.0	217.0	154.0	1575.0	194683	193593	1090	395	395	[2, 1, 4, 2, 3, 4, 1, 3]	189587	10	[2, 1, 4, 2, 3, 4, 1, 3]	193198	B	161.0	159.0	126	107.0	0	155.0
51	0	2		373.0	463.0	1761.0	204400	202479	1402	343	343	[3, 2, 4, 1, 2, 4, 3]	198625	10	[3, 2, 4, 1, 2, 4, 3, 1]	202136	A	165.0	143.0	126	64.0	1	194.0
52	1	2	105.0	191.0	164.0	1575.0	212642	211658	984	327	327	[2, 1, 4, 2, 3, 4, 1, 3]	207315	30	[2, 1, 4, 2, 3, 4, 1, 3]	211331	B	119.0	144.0	126	101.0	0	160.0
53	1	2	137.0	144.0	180.0	1575.0	222696	221635	1061	334	334	[2, 1, 4, 2, 3, 4, 1, 3]	217085	10	[2, 1, 4, 2, 3, 4, 1, 3]	221301	B	156.0	152.0	126	152.0	0	140.0
54	1	2	199.0	181.0	161.0	1761.0	232651	231289	1362	329	329	[3, 2, 4, 1, 2, 4, 3, 1]	226544	10	[3, 2, 4, 1, 2, 4, 3, 1]	230960	A	198.0	267.0	126	158.0	0	198.0
55	1	2	150.0	165.0	169.0	1761.0	242496	241314	1182	389	389	[3, 2, 4, 1, 2, 4, 3, 1]	236708	10	[3, 2, 4, 1, 2, 4, 3, 1]	240925	A	167.0	120.0	126	165.0	0	246.0
56	1	2	118.0	147.0	159.0	1575.0	251543	250421	1122	444	444	[2, 1, 4, 2, 3, 4, 1, 3]	246257	5	[2, 1, 4, 2, 3, 4, 1, 3]	249977	B	215.0	119.0	126	167.0	0	197.0
57	1	2	106.0	144.0	152.0	1575.0	260205	259199	1006	394	394	[2, 1, 4, 2, 3, 4, 1, 3]	255291	30	[2, 1, 4, 2, 3, 4, 1, 3]	258805	B	142.0	138.0	126	141.0	0	183.0
58	1	2	103.0	180.0	185.0	1575.0	269434	268323	1111	354	354	[2, 1, 4, 2, 3, 4, 1, 3]	264052	30	[2, 1, 4, 2, 3, 4, 1, 3]	267969	B	169.0	167.0	126	126.0	0	181.0
59	0	2		493.0	156.0	1761.0	279957	278061	1269	368	368	[3, 2, 4, 1, 2, 4, 3]	273877	30	[3, 2, 4, 1, 2, 4, 3, 1]	277693	A	169.0	133.0	126	129.0	1	189.0
60	0	3		148.0	187.0	1318.0	11152	9706	936	376	376	[2, 1, 4, 2, 3, 4, 1]	5011	30	[2, 1, 4, 2, 3, 4, 1, 3]	9330	B	114.0	142.0	126	151.0	1	194.0
61	0	3		125.0	138.0	1318.0	20245	18775	851	351	351	[2, 1, 4, 2, 3, 4, 1]	14811	5	[2, 1, 4, 2, 3, 4, 1, 3]	18424	B	130.0	144.0	126	157.0	1	157.0
62	0	3		168.0	144.0	1318.0	29129	27716	790	408	408	[2, 1, 4, 2, 3, 4]	23595	30	[2, 1, 4, 2, 3, 4, 1, 3]	27308	B		178.0	126	159.0	1	141.0
63	0	3		162.0	138.0	1318.0	38827	37346	896	340	340	[2, 1, 4, 2, 3, 4, 1]	32695	10	[2, 1, 4, 2, 3, 4, 1, 3]	37006	B	107.0	185.0	126	160.0	1	144.0
64	1	3	115.0	120.0	114.0	1318.0	47190	46312	878	424	424	[2, 1, 4, 2, 3, 4, 1, 3]	42277	5	[2, 1, 4, 2, 3, 4, 1, 3]	45888	B	105.0	149.0	126	162.0	0	113.0
65	0	3		258.0	131.0	1366.0	57173	55663	970	359	359	[3, 2, 4, 1, 2, 4, 3]	50990	5	[3, 2, 4, 1, 2, 4, 3, 1]	55304	A	134.0	179.0	126	104.0	1	164.0
66	0	3		132.0	144.0	1366.0	65958	64541	851	452	452	[3, 2, 4, 1, 2, 4, 3]	60476	30	[3, 2, 4, 1, 2, 4, 3, 1]	64089	A	156.0	136.0	126	146.0	1	137.0
67	1	3	109.0	100.0	141.0	1318.0	74987	74105	882	325	325	[2, 1, 4, 2, 3, 4, 1, 3]	69869	30	[2, 1, 4, 2, 3, 4, 1, 3]	73780	B	83.0	209.0	126	111.0	0	129.0
68	0	3		146.0	139.0	1366.0	84372	82879	984	377	377	[3, 2, 4, 1, 2, 4, 3]	78691	10	[3, 2, 4, 1, 2, 4, 3, 1]	82502	A	163.0	221.0	126	128.0	1	187.0
69	0	3				1366.0	94835	93897	434	405	405	[3, 2, 4, 2]	87777	30	[3, 2, 4, 1, 2, 4, 3, 1]	93492	A			126	98.0	0	164.0
70	0	3		142.0	166.0	1318.0	103470	102117	811	468	468	[2, 1, 4, 2, 3, 4, 1]	98038	10	[2, 1, 4, 2, 3, 4, 1, 3]	101649	B	88.0	149.0	126	133.0	1	133.0
71	1	3	90.0	213.0	160.0	1318.0	112640	111702	938	366	366	[2, 1, 4, 2, 3, 4, 1, 3]	107521	30	[2, 1, 4, 2, 3, 4, 1, 3]	111336	B	125.0	106.0	126	67.0	0	177.0
72	1	3	48.0	120.0	153.0	1318.0	122073	121167	906	316	316	[2, 1, 4, 2, 3, 4, 1, 3]	116440	10	[2, 1, 4, 2, 3, 4, 1, 3]	120851	B	160.0	164.0	126	95.0	0	166.0
73	0	3		105.0	146.0	1366.0	131858	130536	679	547	547	[3, 2, 4, 1, 2, 4]	126378	10	[3, 2, 4, 1, 2, 4, 3, 1]	129989	A		131.0	126	95.0	1	202.0
74	0	3		56.0	185.0	1366.0	142236	140792	940	310	310	[3, 2, 4, 1, 2, 4, 3, 3]	135670	10	[3, 2, 4, 1, 2, 4, 3, 1]	140482	A	23.0	217.0	126	95.0	0	164.0
75	0	3		293.0	257.0	1366.0	152329	150816	936	356	356	[3, 2, 4, 1, 2, 4]	146846	5	[3, 2, 4, 1, 2, 4, 3, 1]	150460	A		103.0	126	96.0	1	187.0
76	1	3	156.0	158.0	143.0	1366.0	161290	160251	1039	301	301	[3, 2, 4, 1, 2, 4, 3, 1]	155731	5	[3, 2, 4, 1, 2, 4, 3, 1]	159950	A	210.0	107.0	126	102.0	0	163.0
77	1	3	108.0	195.0	157.0	1318.0	170801	169824	977	271	271	[2, 1, 4, 2, 3, 4, 1, 3]	165742	5	[2, 1, 4, 2, 3, 4, 1, 3]	169553	B	129.0	149.0	126	108.0	0	131.0
78	1	3	140.0	112.0	154.0	1366.0	180577	179547	1030	333	333	[3, 2, 4, 1, 2, 4, 3, 1]	174902	30	[3, 2, 4, 1, 2, 4, 3, 1]	179214	A	192.0	146.0	126	91.0	0	195.0
79	0	3		130.0	150.0	1366.0	190409	188957	828	417	417	[3, 2, 4, 1, 2, 4, 3]	184930	30	[3, 2, 4, 1, 2, 4, 3, 1]	188540	A	170.0	84.0	126	114.0	1	180.0
80	1	3	133.0	120.0	145.0	1318.0	200580	199725	855	398	398	[2, 1, 4, 2, 3, 4, 1, 3]	194516	10	[2, 1, 4, 2, 3, 4, 1, 3]	199327	B	157.0	83.0	126	94.0	0	123.0
81	0	3		207.0	133.0	1318.0	209920	208656	759	459	459	[2, 1, 4, 2, 3, 1]	204580	5	[2, 1, 4, 2, 3, 4, 1, 3]	208197	B			126	68.0	0	176.0
82	0	3		141.0	180.0	1366.0	220152	218607	969	324	324	[3, 2, 4, 1, 2, 4, 3]	213972	10	[3, 2, 4, 1, 2, 4, 3, 1]	218283	A	158.0	172.0	126	131.0	1	187.0
83	1	3	147.0	100.0	144.0	1366.0	228228	227311	917	341	341	[3, 2, 4, 1, 2, 4, 3, 1]	223259	10	[3, 2, 4, 1, 2, 4, 3, 1]	226970	A	75.0	163.0	126	116.0	0	172.0
84	0	3		113.0	141.0	1366.0	237671	236162	874	360	360	[3, 2, 4, 1, 2, 4, 3]	231886	5	[3, 2, 4, 1, 2, 4, 3, 1]	235802	A	119.0	109.0	126	162.0	1	230.0
85	1	3	88.0	137.0	164.0	1318.0	245538	244725	813	338	338	[2, 1, 4, 2, 3, 4, 1, 3]	240773	5	[2, 1, 4, 2, 3, 4, 1, 3]	244387	B	139.0	93.0	126	29.0	0	163.0
86	1	3	110.0	125.0	182.0	1318.0	254377	253399	978	336	336	[2, 1, 4, 2, 3, 4, 1, 3]	249245	30	[2, 1, 4, 2, 3, 4, 1, 3]	253063	B	77.0	147.0	126	118.0	0	219.0
87	1	3	83.0	114.0	157.0	1318.0	263723	262880	843	380	380	[2, 1, 4, 2, 3, 4, 1, 3]	258385	10	[2, 1, 4, 2, 3, 4, 1, 3]	262500	B	121.0	104.0	126	68.0	0	196.0
88	0	3		71.0	171.0	1366.0	273563	272427	632	289	289	[3, 2, 4, 1, 2, 3]	267524	5	[3, 2, 4, 1, 2, 4, 3, 1]	272138	A			126	101.0	0	164.0
89	1	3	166.0	61.0	168.0	1366.0	281990	281028	962	346	346	[3, 2, 4, 1, 2, 4, 3, 1]	276970	30	[3, 2, 4, 1, 2, 4, 3, 1]	280682	A	101.0	133.0	126	142.0	0	191.0
90	0	4		93.0	158.0	1366.0	10792	9379	836	456	456	[3, 2, 4, 1, 2, 4, 3]	5212	30	[3, 2, 4, 1, 2, 4, 3, 1]	8923	A	140.0	137.0	126	118.0	1	190.0
91	0	4		112.0	142.0	1318.0	21281	20036	741	323	323	[2, 1, 4, 2, 3, 4, 1, 2]	15600	5	[2, 1, 4, 2, 3, 4, 1, 3]	19713	B	75.0	99.0	126	102.0	0	164.0
92	1	4	216.0	74.0	163.0	1366.0	30259	29330	929	387	387	[3, 2, 4, 1, 2, 4, 3, 1]	24831	10	[3, 2, 4, 1, 2, 4, 3, 1]	28943	A	71.0	131.0	126	124.0	0	150.0
93	1	4	212.0	78.0	154.0	1366.0	40646	39736	910	312	312	[3, 2, 4, 1, 2, 4, 3, 1]	34612	10	[3, 2, 4, 1, 2, 4, 3, 1]	39424	A	81.0	115.0	126	126.0	0	144.0
94	0	4		110.0	119.0	1318.0	49775	48599	672	288	288	[2, 1, 4, 2, 3, 1]	44598	30	[2, 1, 4, 2, 3, 4, 1, 3]	48311	B			126	118.0	0	175.0
95	0	4		194.0	157.0	1318.0	59231	57904	823	354	354	[2, 1, 4, 2, 3, 1]	53832	5	[2, 1, 4, 2, 3, 4, 1, 3]	57550	B			126	100.0	0	161.0
96	0	4		168.0	154.0	1318.0	68614	67164	927	371	371	[2, 1, 4, 2, 3, 4, 1]	62681	10	[2, 1, 4, 2, 3, 4, 1, 3]	66793	B	145.0	152.0	126	145.0	1	163.0
97	1	4	169.0	91.0	132.0	1366.0	76596	75706	890	422	422	[3, 2, 4, 1, 2, 4, 3, 1]	71766	5	[3, 2, 4, 1, 2, 4, 3, 1]	75284	A	102.0	123.0	126	115.0	0	158.0
98	0	4		67.0	158.0	1366.0	85714	84590	619	326	326	[3, 2, 4, 1, 2, 3]	80451	30	[3, 2, 4, 1, 2, 4, 3, 1]	84264	A			126	120.0	0	142.0
99	1	4	130.0	133.0	149.0	1318.0	94283	93360	923	315	315	[2, 1, 4, 2, 3, 4, 1, 3]	89331	10	[2, 1, 4, 2, 3, 4, 1, 3]	93045	B	70.0	157.0	126	121.0	0	163.0
100	1	4	107.0	135.0	152.0	1318.0	103757	102817	940	318	318	[2, 1, 4, 2, 3, 4, 1, 3]	98984	10	[2, 1, 4, 2, 3, 4, 1, 3]	102499	B	102.0	136.0	126	132.0	0	176.0
101	0	4		118.0	158.0	1366.0	114147	112583	879	305	305	[3, 2, 4, 1, 2, 4, 3]	108267	10	[3, 2, 4, 1, 2, 4, 3, 1]	112278	A	187.0	133.0	126	120.0	1	163.0
102	0	4		116.0	151.0	1318.0	122885	121480	690	416	416	[2, 1, 4, 2, 3, 4]	117349	5	[2, 1, 4, 2, 3, 4, 1, 3]	121064	B		190.0	126	105.0	1	128.0
103	0	4		137.0	154.0	1366.0	131917	130497	887	449	449	[3, 2, 4, 1, 2, 4, 3]	126235	30	[3, 2, 4, 1, 2, 4, 3, 1]	130048	A	173.0	110.0	126	138.0	1	175.0
104	0	4		136.0	119.0	1318.0	142046	140853	689	421	421	[2, 1, 4, 2, 3, 1]	136119	30	[2, 1, 4, 2, 3, 4, 1, 3]	140432	B			126	129.0	0	154.0
105	0	4		150.0	159.0	1318.0	151016	149713	798	385	385	[2, 1, 4, 2, 3, 1]	145815	10	[2, 1, 4, 2, 3, 4, 1, 3]	149328	B			126	125.0	0	164.0
106	0	4		148.0	161.0	1318.0	161905	160407	852	323	323	[2, 1, 4, 2, 3, 4, 1]	154770	30	[2, 1, 4, 2, 3, 4, 1, 3]	160084	B	116.0	137.0	126	154.0	1	136.0
107	0	4		157.0	145.0	1366.0	170704	169511	688	343	343	[3, 2, 4, 1, 2, 3]	165155	30	[3, 2, 4, 1, 2, 4, 3, 1]	169168	A			126	163.0	0	133.0
108	0	4			145.0	1366.0	178803	177631	668	309	309	[3, 2, 4, 1, 3]	173808	5	[3, 2, 4, 1, 2, 4, 3, 1]	177322	A			126	157.0	0	167.0
109	0	4		169.0	164.0	1366.0	188792	187206	790	283	283	[3, 2, 4, 1, 2, 4, 3]	182013	5	[3, 2, 4, 1, 2, 4, 3, 1]	186923	A	111.0	107.0	126	115.0	1	124.0
110	0	4			143.0	1366.0	196820	195736	580	324	324	[3, 2, 4, 1, 3]	191900	30	[3, 2, 4, 1, 2, 4, 3, 1]	195412	A			126	108.0	0	148.0
111	0	4		253.0	187.0	1366.0	205408	203838	1011	299	299	[3, 2, 4, 1, 2]	200028	10	[3, 2, 4, 1, 2, 4, 3, 1]	203539	A			126	299.0	1	272.0
112	0	4				1318.0	214149	213461	184	337	337	[2, 4]	209314	30	[2, 1, 4, 2, 3, 4, 1, 3]	213124	B			126		0	
113	1	4	179.0	102.0	136.0	1366.0	222983	222032	951	317	317	[3, 2, 4, 1, 2, 4, 3, 1]	218101	5	[3, 2, 4, 1, 2, 4, 3, 1]	221715	A	108.0	131.0	126	170.0	0	125.0
114	1	4	125.0	148.0	117.0	1366.0	232292	231367	925	314	314	[3, 2, 4, 1, 2, 4, 3, 1]	227237	10	[3, 2, 4, 1, 2, 4, 3, 1]	231053	A	83.0	157.0	126	165.0	0	130.0
115	0	4		129.0	144.0	1318.0	241980	240679	661	520	520	[2, 1, 4, 2, 3, 4]	236445	30	[2, 1, 4, 2, 3, 4, 1, 3]	240159	B		111.0	126	123.0	1	154.0
116	0	4		150.0	159.0	1318.0	251060	249831	725	286	286	[2, 1, 4, 2, 3, 2]	245133	5	[2, 1, 4, 2, 3, 4, 1, 3]	249545	B			126	166.0	0	175.0
117	0	4		115.0	133.0	1318.0	260186	259016	666	280	280	[2, 1, 4, 2, 3, 1]	255119	5	[2, 1, 4, 2, 3, 4, 1, 3]	258736	B			126	142.0	0	135.0
118	0	4		177.0	155.0	1318.0	270148	268801	843	340	340	[2, 1, 4, 2, 3, 1]	263949	10	[2, 1, 4, 2, 3, 4, 1, 3]	268461	B			126	147.0	0	159.0
119	0	4				1366.0	278791	277819	467	293	293	[3, 1]	273504	5	[3, 2, 4, 1, 2, 4, 3, 1]	277526	A			126		0	
